Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
P05141	27	6	265.6021	0.080424108	1.543760806	1;2;3;4;5	5	ADK T1	DI	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	12781.3571	10578.92404	12953.63949	20045.25652	10650.01987	9655.320253	16281.52151	10328.49567	17110.18797	21662.43703	12132.17981	21521.285	14882.56759	18065.07008	15359.92343	19919.93655
O15195	22	10	133.2002	0.080577084	3.677661217	1;2;3;4	4	DI	ADK T1	Villin-like protein OS=Homo sapiens GN=VILL PE=2 SV=3	11280.28588	11073.5242	11748.74027	1312.947619	6519.457473	13160.56609	6579.328632	14288.82507	1325.102664	1181.55525	5492.083148	3026.792524	4131.140505	2137.021712	7149.0616	995.2150707
O43719	17	9	95.6335	0.080855884	1.799141841	1	1	DH	ADK T2	HIV Tat-specific factor 1 OS=Homo sapiens GN=HTATSF1 PE=1 SV=1	1644.295917	5590.500119	3194.219435	3581.821844	3250.601113	3696.930348	2985.164373	3437.182323	1650.292458	1852.289829	2393.438851	3488.274204	1658.565867	1976.299847	2417.176393	1735.469138
Q9NXR1	12	2	63.2982	0.081083585	Infinity	1;3	2	ADK T1	DH	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	0	0	0	0	0	0	0	0	0	0	1570.172063	182.3838665	0	0	0	0
Q5VZK9	8	3	39.2002	0.081211193	2.958153876	1;2	2	DI	ADK T1	Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1	4280.260726	2604.862723	2790.642661	1832.353614	2688.800887	2508.13665	4574.647979	5389.866259	526.6935501	69.81521713	3335.774847	1193.025077	868.7299831	1817.480619	3875.21327	1253.55997
P01860	24	5	198.0196	0.081220622	3327.865553	1;2;3;4;5	5	DH	ADK T2	Ig gamma-3 chain C region OS=Homo sapiens GN=IGHG3 PE=1 SV=2	3620.102886	264.5345688	116.8794431	43680.26009	0	4672.294632	0	1179.028296	0	3567.024865	46.76825577	9.223698789	0	0	0	14.32803586
P36575	2	1	11.1858	0.081411371	Infinity	3;4	2	ADK T1	DH	Arrestin-C OS=Homo sapiens GN=ARR3 PE=1 SV=2	0	0	0	0	0	0	0	0	98.25662439	705.3166157	0	0	0	0	0	0
Q14195	36	15	316.6753	0.081635115	1.761414665	1;2;3;4;5	5	DI	ADK T1	Dihydropyrimidinase-related protein 3 OS=Homo sapiens GN=DPYSL3 PE=1 SV=1	14186.13898	14130.00411	19209.3497	14509.99109	14368.23566	11465.69232	17281.11261	23013.77554	13236.40238	14247.2627	4586.879691	5472.46962	8755.644363	9095.035162	16961.34728	7445.599716
P12755	3	2	13.3129	0.081703227	4.529414232	2	1	DI	ADK T1	Ski oncogene OS=Homo sapiens GN=SKI PE=1 SV=1	2294.002357	1239.802204	1422.669174	145.0860625	1777.499934	1070.947728	575.0666773	1862.597522	47.53521225	4.651303676	742.3426912	372.5338151	719.2965534	581.7077801	614.0436395	148.1660245
P42025	5	2	27.1223	0.081788221	Infinity	2;3;4	3	ADK T1	DH	Beta-centractin OS=Homo sapiens GN=ACTR1B PE=1 SV=1	0	0	0	0	0	0	0	0	0	11.30116505	0	37.36197581	0	0	0	0
P50461	2	1	8.92	0.0819227	Infinity	2	1	ADK T1	DH	Cysteine and glycine-rich protein 3 OS=Homo sapiens GN=CSRP3 PE=1 SV=1	0	0	0	0	0	0	0	0	192.4828856	1916.091882	0	0	0	0	0	0
Q9NR19	9	4	52.5993	0.082047353	2.328536353	1;3;4	3	ADK T1	ADK T2	Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens GN=ACSS2 PE=1 SV=1	1119.538324	787.8093358	984.645529	1348.385186	816.3720522	999.6365873	744.7285439	605.5599775	2341.759607	623.484331	1918.752507	953.2859469	704.0112698	953.4663651	482.5530343	366.8154808
Q15126	7	4	41.4066	0.082230268	25.71156067	1;2;3	3	ADK T1	DI	Phosphomevalonate kinase OS=Homo sapiens GN=PMVK PE=1 SV=3	33.70764295	59.14273616	77.5165423	107.8954108	138.7860037	45.54922169	13.93250524	0	3663.734732	1290.20835	60.49169541	83.33800878	212.6272753	6.524330444	11.3797429	2.038210591
P17516	2	1	11.5606	0.082333364	Infinity	2;4	2	DH	DI	Aldo-keto reductase family 1 member C4 OS=Homo sapiens GN=AKR1C4 PE=1 SV=3	340.2736942	0	15.17817599	231.2255318	0	0	0	0	20.90156518	0	0	0	0	0	0	34.76574073
Q13137	17	1	89.3362	0.082358435	Infinity	1;2;3;4	4	DH	ADK T2	Calcium-binding and coiled-coil domain-containing protein 2 OS=Homo sapiens GN=CALCOCO2 PE=1 SV=1	61.22830963	23.70920073	100.9299965	0	34.87794419	78.90024269	0	62.43301325	0	0	0	61.85558777	0	0	0	0
P53618	48	20	321.9255	0.082608942	3.199182737	1;2;3;4;5	5	DH	DI	Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3	5517.870545	2282.513964	2995.698378	16226.66094	2389.813012	1740.24432	2028.736459	2287.970914	4390.187611	1773.391907	2668.033913	2196.663844	6089.711806	4453.334833	3173.185696	4963.681114
Q9HDC9	27	15	169.3913	0.082622839	2.218637646	1;2;3;4;5	5	ADK T1	DI	Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2	4204.907377	1611.254986	2980.199439	2887.093779	2973.60523	2424.022111	2122.989976	2462.931301	8832.797082	5025.870188	2477.756774	5813.452763	4217.827109	3752.661571	2547.892319	2233.853863
O00391	22	3	120.9148	0.082644915	6.949782032	2;3;4	3	DH	ADK T2	Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3	385.2014972	54.23975888	83.44034338	51.2372196	60.40858763	184.3164587	0	12.50992045	0	0	0	93.64507368	82.60961516	0	0	0
P40222	7	1	42.3516	0.082731683	15.1621281	1;3;4	3	ADK T1	DH	Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3	0	38.60585371	0	0	0	81.27985756	0	20.00976728	297.1773183	207.7257802	80.44380105	0	74.98202668	52.09479445	186.6052825	102.0576776
Q9BQL6	26	9	162.8883	0.082946538	21.14855005	1;2;3;4;5	5	ADK T1	DI	Fermitin family homolog 1 OS=Homo sapiens GN=FERMT1 PE=1 SV=1	252.5465848	209.7914213	154.9231839	0	130.2928954	151.2819185	23.79454164	37.24535398	5715.218153	283.0101341	454.4768229	793.0992205	425.1767883	537.2791363	267.8686137	587.6357712
P62258	41	17	369.0444	0.083088636	1.88694949	1;2;3;4;5	5	ADK T1	DH	14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1	46925.22283	36223.21392	49841.39858	26723.82809	24777.4345	47423.98682	62695.28989	51073.80902	76302.97127	109087.4854	67992.83843	47988.32067	35303.80026	50614.61365	53835.57938	58532.57797
Q13576	88	30	513.5376	0.083167854	2.783466806	1;2;3;4	4	ADK T1	ADK T2	Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4	6475.159286	8129.223193	4184.682219	7435.037028	3897.647824	4166.338728	5868.064417	8051.658623	14711.48248	27891.95327	7189.106611	5373.165753	3847.70572	5540.03132	6442.440011	3988.887432
Q96ST3	5	3	29.2668	0.083192108	2.662642824	2	1	ADK T1	DI	Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2	1151.290808	832.7182966	313.4522811	1166.239598	497.1302607	324.8461951	946.9298314	805.3140019	1349.153683	2477.043885	2036.654797	991.3768156	837.2524573	1185.757917	535.6258808	1664.568778
P40429;Q6NVV1	10	5	95.5206	0.083302629	1.770952462	2;3;4	3	ADK T2	DI	60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	3037.281813	2331.429245	2684.145589	4347.128405	2086.478616	2209.279815	3493.152625	4197.335705	3103.555195	6079.307171	5880.245229	3627.932188	3364.303565	5205.609481	4409.798758	8247.361403
Q13084	3	1	18.1451	0.083594999	Infinity	1;3	2	ADK T1	DH	39S ribosomal protein L28, mitochondrial OS=Homo sapiens GN=MRPL28 PE=1 SV=4	0	0	0	0	0	0	0	0	251.951918	39.23182486	0	0	0	0	0	0
Q9H081	1	1	6.1724	0.083778432	Infinity	2	1	ADK T1	DH	Protein MIS12 homolog OS=Homo sapiens GN=MIS12 PE=1 SV=1	0	0	0	0	0	0	0	0	806.2809776	87.3278569	0	0	0	0	0	0
Q15526	3	2	15.3315	0.083902221	Infinity	2;4;5	3	ADK T1	DH	Surfeit locus protein 1 OS=Homo sapiens GN=SURF1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	2166.239456	0	172.2266311	0	0	0	0
Q2M243	9	1	41.3865	0.084003	Infinity	1;2	2	ADK T1	DH	Coiled-coil domain-containing protein 27 OS=Homo sapiens GN=CCDC27 PE=2 SV=2	0	0	0	0	0	0	0	0	0	0	3.475194309	1.828861283	0	0	0	0
O43681	10	4	61.9689	0.084046011	3.17550043	3;4;5	3	ADK T1	DH	ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2	443.1217532	24.6716483	460.427874	596.2872389	460.0626143	299.4534258	603.8943152	311.8740605	1293.487045	2173.125348	886.6727052	487.7923451	941.6802272	975.9971395	940.5099366	721.3649567
P53701	7	2	38.4305	0.084397662	29.53364035	2;4	2	DH	ADK T2	Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1	397.4704627	353.4027833	107.4762344	2810.654503	83.29495919	116.9518344	15.82313028	39.45559414	86.70409354	0	365.9342667	71.67143275	54.07397188	70.15737715	0	0
O43781	3	1	19.7659	0.084436836	2.51605697	3	1	ADK T2	ADK T1	Dual specificity tyrosine-phosphorylation-regulated kinase 3 OS=Homo sapiens GN=DYRK3 PE=1 SV=3	2839.912728	3807.501267	2878.268123	4870.964522	3297.961357	3997.494787	5331.374241	5905.267083	28.76235044	3.789625098	7757.023317	2726.305311	3336.988634	8750.77909	7228.554821	7142.232141
P62158	19	10	181.0271	0.084517442	32.87471044	1;2;3;4	4	ADK T1	DI	Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2	496.8425184	753.4048929	808.4965921	2598.610906	654.9416238	753.2620003	591.2562407	733.3922231	14570.34237	63534.98126	11389.76198	346.6354633	553.8372358	434.8697793	624.5265852	6791.068847
P17213	2	1	15.1043	0.084810202	Infinity	3;4	2	ADK T2	DH	Bactericidal permeability-increasing protein OS=Homo sapiens GN=BPI PE=1 SV=4	0	0	0	0	0	207.9110031	328.5385515	169.7086547	0	0	158.5581239	78.14851709	381.6762594	611.9592121	0	754.9346464
P51888	13	4	114.0102	0.084834725	3.004541948	2;3;4;5	4	DH	ADK T2	Prolargin OS=Homo sapiens GN=PRELP PE=1 SV=1	7646.658417	3029.324326	11041.70426	9879.155136	5682.386383	3894.980156	14786.20704	4096.857526	1382.36422	5084.825107	3463.580072	6381.187852	2524.246123	2425.38559	4075.694544	1491.03287
Q8WWU7	8	1	58.8009	0.084862058	60.08297786	1;2;5	3	DH	ADK T1	Intelectin-2 OS=Homo sapiens GN=ITLN2 PE=2 SV=1	116.6148903	137.6938569	11.36182352	0	153.3330947	43.52128134	21.81291957	8.274205141	0	0	0	4.421727753	121.6278984	0	0	0
P10768	11	6	97.1404	0.085608848	1.698266487	2;3;4;5	4	DH	ADK T1	S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2	9142.57794	9667.915606	8226.839234	11878.06161	8049.556357	8901.590256	10876.48298	8321.10898	6206.936836	3869.724039	4000.750032	8837.36406	6256.527	10198.7304	4570.639087	11525.59785
P15121	14	5	88.6859	0.085667961	1.732537031	1;2;3;4;5	5	DI	ADK T2	Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3	2847.939802	2725.886282	2976.964893	1755.795503	3436.932259	2625.222253	3595.474058	3351.035723	1052.120468	2361.278147	2507.731726	2455.56153	2073.926673	2014.577621	2388.908266	1031.035491
Q969Q5	3	2	20.0006	0.085874727	1704.103139	2;3	2	ADK T1	ADK T2	Ras-related protein Rab-24 OS=Homo sapiens GN=RAB24 PE=1 SV=1	0.056507262	0.14485067	18.42679581	0	0	58.43524656	0	0.15733775	42.7087854	426.3991862	0	75.04483833	0	0.0163231	0.302996076	0
Q96HS1	4	3	25.7701	0.085988078	12.81683163	1;2	2	ADK T1	DH	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2	19.72161482	34.70373221	88.1598085	0	81.54907347	83.22684966	68.69540566	88.71914208	316.9575719	1347.032052	90.45198232	73.04832502	107.1625466	6.657822908	74.69469537	26.96619047
P48739	21	5	143.177	0.086230018	2.636496927	1;2;3;4	4	ADK T2	ADK T1	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2	582.3633243	288.329706	1165.707862	982.5864054	807.9183656	684.0707391	907.5155686	820.9981312	0	0	1052.1262	947.6529094	1080.842612	1417.529132	915.2511277	1858.788604
O60493	6	3	39.2802	0.086512276	1.589934852	1;3;4	3	DI	ADK T1	Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3	3680.898455	4538.164051	3510.633225	3924.221899	4139.001902	4481.263588	5536.275947	5753.118456	1493.164857	3537.170556	4584.850847	2907.125501	3996.677888	3784.947378	4452.697891	3721.26279
Q9UL25	6	2	39.6564	0.086718181	Infinity	1;2;3;4	4	DH	DI	Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3	0	4.988726952	114.5025633	13.20645943	0	0	0	0	97.36546389	0	0	30.21634197	0	0	0	0
P01116	9	1	56.5187	0.086894438	12.00446236	2;3;4;5	4	DH	ADK T2	GTPase KRas OS=Homo sapiens GN=KRAS PE=1 SV=1	151.673892	118.1556799	43.03166041	63.98112718	24.22015199	8.035739473	7.765717634	0	24.68786942	0	141.7953369	5.410988586	2.877508779	7.524597674	15.88573923	5.104010798
P51991	20	9	172.5585	0.086904777	3.2198131	1;2;3;4;5	5	DH	DI	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	10597.60066	6639.324682	9482.739685	32323.83176	1473.017876	9064.506032	2124.266646	5675.76351	15085.77583	19862.55511	4755.884344	14241.58614	13002.36698	2537.533513	6801.985219	1976.327621
Q9H6S3	24	11	147.5568	0.087283332	2.108103657	1;2;3;4	4	ADK T2	DH	Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2	1687.224255	807.9694106	1065.138425	708.2372143	2010.985967	764.4766536	1027.683606	1571.814503	1033.296009	2249.838169	1006.937229	1918.709125	2444.57346	1356.229343	2516.493481	2681.290278
Q9Y6W5	17	7	90.3336	0.087347049	2.130640381	1;3;4	3	ADK T1	ADK T2	Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens GN=WASF2 PE=1 SV=3	1977.07259	683.9353548	1212.759945	1401.688693	1702.780032	968.0620581	1031.411762	675.1735271	941.977297	1027.405663	2027.500349	1914.524659	861.5140046	471.1625945	796.0567984	645.7413657
P24539	27	7	214.1889	0.087436365	2.285946485	1;2;3;4;5	5	DH	ADK T2	ATP synthase subunit b, mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2	6469.45854	3060.197072	4555.094058	2741.657615	2565.943966	4177.02315	3471.737263	4546.907415	3771.404488	5132.069172	1215.424488	1464.707938	1378.652055	2070.543745	2313.908324	1597.7013
P09544	4	1	17.3437	0.087562256	Infinity	1	1	ADK T2	DH	Protein Wnt-2 OS=Homo sapiens GN=WNT2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.13401259	188.8577112
P51148	10	1	67.2327	0.087708558	2.338114108	1;3;4;5	4	ADK T1	DI	Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2	1118.550374	932.7750038	1468.867906	1412.345895	758.6068897	778.8682001	1469.851104	1026.101983	1555.387085	4115.017378	1047.272711	2712.93815	1184.100688	1043.900572	1424.175905	454.9791244
Q7KZN9	3	2	16.245	0.087808511	124.4866218	3;4	2	DH	ADK T2	Cytochrome c oxidase assembly protein COX15 homolog OS=Homo sapiens GN=COX15 PE=1 SV=1	5.470671019	1.310952573	41.87820577	0	0	17.69887957	0	0	5.660399844	2.882545378	7.592104907	20.06275416	0	0	0.390884005	0
Q68DU8	4	1	25.9042	0.088069272	12.66678294	5	1	DI	ADK T1	BTB/POZ domain-containing protein KCTD16 OS=Homo sapiens GN=KCTD16 PE=2 SV=1	289.8030607	815.3681826	0	0	184.2737883	896.4043827	413.1618227	199.7945007	0	0	133.7067591	0	0	203.6717349	0	0
Q96M96	18	4	85.0375	0.08831962	12.95357887	2;3;4;5	4	ADK T2	ADK T1	FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=1 SV=2	1381.392618	7891.013595	4386.947764	20634.96963	1461.185688	8982.214719	469.8228004	7440.335763	120.5158028	152.2606524	213.9509113	3850.439528	16694.18863	15445.53202	263.5339881	23778.57882
Q9BXP5	29	15	161.64	0.088631524	3.96125336	1;2;3;4	4	ADK T1	DI	Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1	1126.330957	1067.502975	1031.715221	3177.769105	1001.992589	1637.771488	703.4852254	970.4591012	10247.27221	2993.989187	1287.591049	2558.83946	1148.685561	2270.569129	1686.267587	3027.951507
Q9C0H5	3	1	20.1558	0.088793136	2.339795977	3	1	ADK T2	ADK T1	Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2	377.48536	276.6565137	190.8483796	69.6132571	336.267115	244.9546883	207.2877068	145.1546598	0	0	157.8810999	278.5158348	230.0196171	81.99006225	402.8696642	306.2004485
P22307	37	10	216.6803	0.088914716	1.424066126	1;2;3;4;5	5	ADK T1	ADK T2	Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=1 SV=2	2829.342748	3466.416568	3427.275996	4378.759286	4091.666874	2951.041885	4588.158653	2915.937716	4844.945509	3440.901006	3873.034986	4585.50538	2710.303695	3324.291297	2764.620219	2958.937431
O96008	7	4	58.0351	0.089200826	2.284561326	2;3;4;5	4	DI	ADK T1	Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1	458.1552846	318.5039657	173.7005598	847.4346118	935.9137532	675.2677802	1148.538862	596.0304009	13.41033884	0.420442592	126.384191	1328.666934	698.6381143	1334.705312	316.7546858	250.5672993
Q96M20	4	1	18.5049	0.089264683	Infinity	2	1	DH	DI	Uncharacterized protein C20orf152 OS=Homo sapiens GN=C20orf152 PE=2 SV=2	0	0	0	236.1089186	0	0	0	0	44.3729565	101.8960111	0	19.83651531	0	0	0	0
P29992;O95837	15	6	97.2223	0.089357052	1.626517036	1;2;4;5	4	DH	ADK T1	Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2	1982.436492	1502.088832	1874.559314	1885.932101	1600.30013	1905.748881	1996.140857	1489.760435	379.9102033	1360.844009	1099.195169	1614.364086	1422.124049	1894.177275	1638.364042	1552.370521
Q9H0U4;Q92928	18	2	155.163	0.08938913	Infinity	1;2;3;4;5	5	ADK T1	ADK T2	Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	3.338725899	8.492891923	49.95868498	0	2.690147921	351.018886	0	0	1582.19806	1295.071997	0	84.99525196	0	0	0	0
Q5RHP9	6	4	25.0567	0.089598713	1.7366915	1	1	DI	ADK T1	Uncharacterized protein C1orf173 OS=Homo sapiens GN=C1orf173 PE=2 SV=1	7481.795347	7890.332713	10052.72686	8988.405331	9763.979957	8516.774432	12593.92212	15136.92748	3547.068579	9741.016395	8507.368192	4698.373739	8729.727922	7473.032462	11244.88485	6749.929599
P06730	10	6	79.3612	0.089807147	1.932635103	1;3;4;5	4	DH	DI	Eukaryotic translation initiation factor 4E OS=Homo sapiens GN=EIF4E PE=1 SV=2	4042.330582	1784.445823	3578.356554	1451.121415	1521.96409	1279.717918	1611.350021	1204.300678	2483.955659	1460.657182	2099.668427	3381.140907	2232.209376	2294.430325	2136.539278	2983.184124
Q93052	22	9	168.4057	0.090204969	3.057883724	1;2;3;4;5	5	DH	ADK T1	Lipoma-preferred partner OS=Homo sapiens GN=LPP PE=1 SV=1	3181.666649	4840.266155	14798.47472	8240.681597	11339.40734	5112.331994	8675.087016	3079.174013	790.6460973	3922.353563	139.3686551	5305.339409	3816.718049	1320.012453	3079.682686	2437.824086
P45880	17	10	108.8294	0.090228964	1.824506503	1;2;3;4;5	5	ADK T1	DI	Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2	4514.184385	3815.253288	4197.844608	5863.941432	4022.148494	4079.839918	4393.983025	4689.650467	11546.95341	8694.204379	7564.532846	3549.588284	4580.596715	6771.690779	5100.040098	6224.096379
P55075	3	1	18.2382	0.090243522	Infinity	1	1	ADK T1	DH	Fibroblast growth factor 8 OS=Homo sapiens GN=FGF8 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0	8.017864294	39.28560659	0	0	0	0
P13647	39	9	270.8172	0.090283564	35.85785065	1;2;3;4	4	ADK T1	ADK T2	Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3	357.5079727	194.8597039	608.9549474	98.06449075	907.6525374	218.5445276	87.47872624	62.9009	10932.59117	4012.807742	119.6185761	346.050128	231.3347476	15.29760805	73.82179133	109.3280999
P53041	10	4	56.3213	0.09059368	3.164480912	1;2;3;4	4	ADK T1	ADK T2	Serine/threonine-protein phosphatase 5 OS=Homo sapiens GN=PPP5C PE=1 SV=1	324.6481291	503.1738346	637.6495524	748.7792148	649.6352194	483.2526634	481.7527213	473.9442524	210.2356948	1465.85061	874.9632837	252.418798	103.9133305	352.3949874	341.0849608	88.52402171
P08134	7	2	71.5049	0.09087764	127.8680587	1;2;3;4;5	5	ADK T1	ADK T2	Rho-related GTP-binding protein RhoC OS=Homo sapiens GN=RHOC PE=1 SV=1	59.98188688	21.39899708	757.9596244	16.039447	43.2112425	6.789696383	117.7921463	20.51332893	70.49926151	9729.493316	73.00877516	38.50542192	10.76362449	66.74992251	0	0
P15880	25	15	187.6919	0.091198322	2.1610588	1;2;3;4;5	5	ADK T1	DH	40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2	10826.53297	9803.523774	7131.026444	7688.502493	8166.557156	10072.23841	11374.81979	13930.25903	20792.10025	28310.4021	19345.99779	8160.138971	8474.790081	13045.15575	13379.12525	21845.28156
Q969G3	5	2	30.117	0.091219207	Infinity	1	1	ADK T1	DH	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens GN=SMARCE1 PE=1 SV=2	0	0	0	0	0	0	0	0	53.67447122	0	9.434514152	0	0	0	0	0
Q96MY7	6	1	27.7712	0.091503071	19.73624697	3	1	ADK T2	DI	Protein FAM161B OS=Homo sapiens GN=FAM161B PE=2 SV=2	0	57.74099422	0	0	0	3.626627846	0	4.521723371	0	7.056519203	80.311576	0	53.32820543	17.77498896	53.05252476	36.66215291
A8MPT4	2	2	11.0787	0.091943154	2.657521685	2;3	2	DH	ADK T1	Glutathione S-transferase theta-4 OS=Homo sapiens GN=GSTT4 PE=3 SV=2	474.7458965	629.8309387	824.5685692	543.0663628	819.1750929	714.318241	530.6001465	329.4367417	0	16.39547681	200.1064417	713.7677314	392.3214918	365.8986816	451.3917017	99.42557355
Q8N7X1	8	1	49.5079	0.092032424	Infinity	4;5	2	DI	ADK T1	RNA-binding motif protein, X-linked-like-3 OS=Homo sapiens GN=RBMXL3 PE=2 SV=2	10.28671148	0	69.88731338	109.4168384	530.3764946	271.6866013	0	146.2541597	0	0	0	0	49.26278734	124.9068599	0	1.348114639
P50148	13	4	74.755	0.092083645	2.084708202	1;2;3;4;5	5	DH	ADK T1	Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4	900.0556475	786.3898908	591.7900373	419.9551477	862.8516726	547.9660973	422.2918087	294.8836303	0	0	400.4990997	893.7783062	774.4207211	291.074163	491.5515672	375.9700174
Q58FF8	43	4	337.7482	0.092107797	1.965119702	1;2;3;4;5	5	DI	ADK T1	Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2	1134.592732	1752.570326	1222.652857	2589.300487	2961.719263	2209.200352	1820.713161	1636.819832	580.4812945	1273.399777	1275.143883	1261.777599	527.6295042	1177.298394	2012.942466	1044.418897
Q14696	7	2	41.3884	0.092224716	Infinity	1;2;3	3	ADK T1	DH	LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2	0	0	0	0	14.1222379	0	0	0	469.7966133	332.3811831	0	7.979391658	0	0	0	40.67580256
P12955	13	3	68.9183	0.09240764	6.027200923	1;2;3;4	4	ADK T1	DI	Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD PE=1 SV=3	33.04587659	104.5235641	125.7051941	29.82152481	91.51761335	112.4065911	25.62744039	41.24294348	379.8461872	1154.786449	53.35843657	44.14231974	264.493911	292.0715515	433.7943445	170.8196665
P31947	17	8	119.0262	0.09279063	11.58921792	1;2;3;4;5	5	DH	ADK T2	14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1	1739.490123	781.8904376	2524.232179	6667.713452	61.58135371	866.5362839	476.3760304	0	4897.296574	1232.673893	951.0907512	902.6868157	610.9184647	196.1052072	203.685271	0
P00403	4	4	31.6327	0.092870551	1.868502594	4;5	2	ADK T1	ADK T2	Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1	20996.82734	18519.11366	22869.49432	31550.59492	19467.75707	18102.97648	31419.9373	17977.9438	25117.34914	71576.8532	27783.34764	36511.26704	16789.10738	18119.41788	19540.05233	31710.6911
P14174	3	2	30.4444	0.093293691	1.547838248	5	1	ADK T2	DH	Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4	11366.2541	8918.515926	19200.60128	15740.13271	10571.50893	12753.48167	18831.53308	16537.37129	19024.52296	17186.79743	18914.26581	14230.25619	15533.65491	26294.22684	23150.11996	20502.14565
P19388	6	2	41.7551	0.093327642	4.859901723	1	1	DI	ADK T2	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens GN=POLR2E PE=1 SV=4	266.6480142	231.7960883	245.90646	235.8251808	312.9786717	3048.150267	129.5682235	196.7649492	582.8529132	355.6149006	538.6315729	674.8089827	0	0	344.3773352	414.375068
